content,predicted_language,confidence_score
Wo ohun tó n ṣẹlẹ sí ọkàn rẹ bí o bá sá eré ìje olóbìírípo láì sinmi,yor,0.9999579191207886
Wo orílẹèdè mẹwàá tí o lè lọ láti Naijiria láì gba físà,yor,0.9999644756317139
"Àwọn wo ló ń dúnkokò mọ Iyabo Ojo tó ṣe ń lọgun pé inú ewu ni òun àti ìdílé òun wà, wọn fẹ gbẹmí òun ?",yor,0.9999563694000244
"Wo àwọn ọba ilẹ Yorùbá tó lo, ó kéré tán àádọta ọdún lórí ìtẹ",yor,0.9999654293060303
"Fídíò, Kí ló ṣokùnfà òfin o ò wọ kọmú, o ò ṣe ìdánwò àti bí àwọn òṣìṣẹ aláàbò ṣe fọwọ yẹ ọmú àwọn akẹkọọ wò ní fásitì Olabisi Onabanjo?, Duration 3,19",yor,0.9999592304229736
"Mọ nípa Imole Millionaire Draw, lótò tí ìjọba ìpínlẹ Osun fẹ fi kojú ìṣẹ àti òṣì",yor,0.9999662637710571
"Jesu Oyingbo rèé, pásítọ tó láṣẹ ìbálòpọ lórí ọmọ ìjọ obìnrin",yor,0.9999639987945557
"Kí ni Cryptocurrency, tí EFCC ń kígbe pé àwọn olóṣèlú kan ń lò láti kó owó ìlú lọ sókè òkun?",yor,0.9999700784683228
Ohun tó rọ mọ bí Peter Rufai ṣe bẹrẹ sí ní jẹ orúkọ ìnagijẹ Dodo Mayana,yor,0.9999693632125854
"Peter Rufai, ogbóntarìgì golí fún Super Eagles, jáde láyé",yor,0.999934196472168
"JAMB, ṣe àtúnṣe sí orúkọ mi tó ti bàjẹ, kó sì jẹ ń lọ sìnrú ìlú lẹyìn ìdádúró ọdún kan",yor,0.9999681711196899
"Ọba Sikiru Adetona wọ káà ilẹ sùn ni ìlànà ẹsìn Mùsùlùmí, àwọn ẹlẹsìn ìbílẹ kò yọjú",yor,0.9999672174453735
"Ohun tí Awujale ṣe nígbà ayé rẹ nípa ìsìnkú àwọn ọba rèé, táwọn oníṣẹṣe kò fi kópa níbi ìsìnkú rẹ",yor,0.9999618530273438
Irú kan ùn! Anfaani Adugbo yóò gbálejò Oriogbade ní ìbẹrẹ sáà Premier League tuntun,yor,0.9999645948410034
"Ikú ń rọ dẹdẹ lórí alárùn HIVAIDS bíi 400m, èèyàn 6m tuntun le kó àrùn náà torí ìrànwọ Amẹríkà tó dúró",yor,0.9999604225158691
"Diogo Jota, òdú agbábọọlù Liverpool jade láyé nínú ìjàmbá ọkọ; Ronaldo, Liverpool ń dárò",yor,0.9999194145202637
"Orin, Kò ṣe é má gbọ ọ, Duration 1,01",yor,0.999698281288147
Gbogbo ohun tó yẹ kí o mọ nípa ìdíje Wafcon 2024 tó bẹrẹ,yor,0.9999607801437378
"Buhari wọ káà ilẹ sùn, àwọn ológun àti èèkàn ìlú ṣe ẹyẹ ìkẹyìn fún un",yor,0.9999722242355347
"Fídíò, Ogún ọdún rèé tí mo ti ń ta ẹpà, gúgúrú àti dáńkúà fáwọn olólùfẹẹ bọọlù Kwara United, kò sí ìlú tí ń kìí tẹlé wọn lọ, Duration 2,23",yor,0.9999659061431885
"Fídíò, Iṣẹ ọṣẹ tí mo padà kọ, ni kò jẹ kí n di alágbe lẹyìn tí ojú mi fọ, Duration 3,50",yor,0.9999697208404541
Àwọn ànfààní tó wà nínú sísọ ọrọ ẹni lẹyìn tàbí gbéborùn ṣíṣe,yor,0.9999643564224243
Wo ohun mẹwàá tó lè ṣe láti dènà ewu lílo iná afẹfẹ gáásì,yor,0.9999624490737915
"Fídíò, A ò lè sùn pẹlú àlááfíà mọ nítorí àwọn ọmọ onílẹ ní Àwọn onílé ní Alagbaka, Akure pariwo síta, Duration 2,26",yor,0.9999688863754272
Kí ló dé tí Naíjíríà yarí láti gba ọpọ àtìpó ọmọ ilẹ Venezuela tí Trump fẹ fi ránṣẹ?,yor,0.9999620914459229
Ìjọba kéde ìgbésẹ ọtun lórí bí America àti UAE ṣe mú kí físà gbígbà níra fún ọmọ Naijiria,yor,0.9999662637710571
"Fídíò, Ìjọba Seyi Makinde, ẹgbẹ òṣèlú APC tako arawọn lórí 63.5bn tí wọn fẹ fi tún ilé ìjọba ìpínlẹ Oyo ṣe, Duration 7,32",yor,0.9998018145561218
"Moji Afolayan: Ọpọ àwọn alágbàtà fíìmù ló máa ń bèèrè ìbálòpọ lọwọ obìnrin, kí wọn tó lò wọn nínú eré láti di olókìkí",yor,0.9999698400497437
"Àwọn nnkan tó yẹ kí o mọ nípa Awujale ilẹ Ijẹbu, Ọba Sikiru Kayode Adetona, tó wàjà",yor,0.999961256980896
Wo Awùjalẹ 56 tó jẹ ṣaájú Ọba Sikiru Kayode Adetona tó wàjà,yor,0.9999593496322632
"Fídíò, Ejigbo, ìlú ti gbogbo ìdílé ti n sọ èdè Faranse bótilẹ jẹ pé ọmọ Yorùbá ni wọn, Duration 5,40",yor,0.9999641180038452
"Fídíò, Iṣẹ ni mo wá á ṣe ní Naijiria tí mo fi pàdé ọkọ mi tó jẹ ọmọ Yorùbá, mi ò sì kábàámọ, Duration 5,11",yor,0.9999600648880005
Wo ààrùn márùn-ún tí èèyàn le kó látara ìbálòpọ àti ìtọjú wọn,yor,0.999951958656311
"Tinubu, Atiku, Makinde, Ooni àti àwọn èèkàn ìlú n ṣe ìdárò Buhari",yor,0.9997004270553589
Kí ló dé táwọn Olubadan ń wàjà léraléra àti ìdí tí Ibadan ṣe ń jẹ Ọmọ Agbọtikúyọ?,yor,0.9999622106552124
"Paul Biya, ààrẹ Cameroon tó ti wà lórí oyè láti ọdún 1982 tún fẹ dupò fún sáà kẹjọ",yor,0.9999688863754272
