content,predicted_language,confidence_score
"In the Yoruba language Lesbian and Gaism mean the samething, and we call this ""ABOOYW+""

In the Yoruba language Lesbian and Gaism both mean the samething, they fall under the words: Adefuro, Adodi, Ado, and Agbere. All these 4 words start with the letter ""A"". Bisexual is the word use for a human who has sex with both Male and Females and in Yoruba we say, ""eni ti o ba okunrin ati obinrin lopọ"" this literally means ""one who has sex with both man and women"" the letter denoted for this would be ""BOOLP"" which is for ""ba okunrin ati obinrin lopọ."" In Yoruba the words transgender is ""eni ti o fẹ yi ara rẹ pada"" this literally means, ""one who wants to change his or her body"" the letter denoted for this would be ""YAP"" this is ""Yi ara pada."" And in Yoruba the word queer is and easy one to say, ""wèrè"" this means ""one who is crazy or has lost his or her mind."" So there you have it, the word LGBTQ+ in Yoruba is translated as ""ABOOLPYAPW"" and because obviously this word is to long and is easy to forget, it should be shortened to ABOOYW+. Again the ""A"" stand for ""Adefuro,"" ""Adodi,"" ""Ado,"" and ""Agbere."" The ""B"" stand for ""Ba Okunrin ati Obinrin lopọ."" The ""Y"" stand for ""yi"" which can mean to change as in rotate like a circle, which refers to them changing and transitioning from a man to woman or woman to man. And lastly the ""W"" stand for ""wèrè"" which just means a ""mentally insane person."" So there you have it, LGBTQ+ in Yoruba is ""ABOOYW+""

I am **not LGBTQ+**",en,1.0
"Are you Yoruba and interested in long-term group economic empowerment? We’ve created Omo Yoruba Virtual Ajo, a virtual system for monthly savings and emergency support for Yoruba families across Nigeria and the diaspora.

We're currently accepting Yoruba mothers, men, youth, and families who are ready to build.
DM for interest. No public comments please.

We don’t ask for anything upfront. Just your authentic Yoruba identity, commitment to monthly contribution, and your readiness to grow.
Serious inquiries only.",en,1.0
"Hello everyone!

I’m working with WoMen of Connections Ministry, a Nigerian-based nonprofit providing social and educational services in Nigeria, the U.S., and beyond. We're currently helping Foundation on the Rock Revival Ministry create a bilingual (Yoruba and English) website for their congregation.
We've created a short survey to gather feedback, especially from Yoruba speakers.

Please support us by filling it out: 
Your input could help us reach over 25 million Yoruba speakers in Southwest Nigeria.

Thank you!",en,1.0
"Hi everyone

I (23F) was born and raised in the US, and while my parents mostly spoke English to me growing up, both of my grandmothers spoke Yoruba. Because of that, I have a very basic understanding of the language. I can follow conversations and understand what is being said, but I never really learned how to respond in Yoruba. I always answered in English.

Now that I am 23, I feel a strong desire to embrace my culture more deeply and truly learn my native language. I want to be able to speak with my elders, understand the deeper meanings in conversations, and honor the beauty and tradition that comes with Yoruba. Even more than that, I want to be able to pass this language on to my future children. I do not want the thread of our heritage to fade with me. I want them to grow up hearing it, speaking it, and feeling proud of where they come from.

If anyone has beginner-friendly resources, tips, or even personal stories about learning Yoruba, I would really appreciate it. I am starting from the foundation and want to do this with care and respect.

Mo dupe o  
(And please feel free to correct me, I want to learn!)",en,1.0
"1. agbébọn - a soldier, a sentry
2. Abuké - hunchback, humpback
3. Erinmi Abuké - Humpback Whale
4. Erinmi - whale
5. Erinmilokun - hippopotamus
6. Oorẹ - porcupine
7. Ẹlẹdẹabẹrẹ - porcupine
8. òfàfà - a bear
9. Ofafa Dudu - Black Bear
10. Ofafa Eerun Yinyin - Polar Bear
11. Ofafa Grizzly - Grizzly Bear
12. Eku ti odo ganganrangan - Beaver
13. Eku ti odo kekere - Water Rat
14. Itiranyan - Evolution
15. akùnyùn - a drone
16. Aroba - tales or stories
17. Ohun ẹlẹta ọpàpà - 3 Dimensional or 3D
18. A bit (as in computer/ awa n sọ nipa àwọn komputa): Ẹka
19. Ẹkajọ - a byte
20. Eto alẹwa: decimal system
21. Ekarun: 1 Kilobyte
22. Ekalẹgbẹ: 1 Megabyte
23. Ekalẹgbeji: 1 Gigabyte
24. Ekalẹgbeta: 1 Terabyte
25. Ekalẹgberin: 1 Petabyte
26. Ekalẹgbarun: 1 Hexabyte
27. Arogun: Logic
28. Olonka - digital
29. Ibanisọrọ Olonka - digital communication
30. Abaja - tribal marks
31. Alakaṣa - lobster
32. Okuta ti Òkun Ijinlẹ - A Coral reef
33. Okuta Iyun - A Coral reef
34. Eeri - Unclean
35. Aileeeri - Clean
36. Aimọ - Unholy
37. Alaimọ - Unholy
38. Mimọ - Holy

[ONITUMỌ YORUBA](

Àwọn itọkasi:

\- [",en,1.0
"Hello,

Báwo ni, 

One of those challenges people learning Yorùbá face is distinguishing between some particles. 

To them, it sounds the same but sincerely the tones differentiate the way they are used. 

So in this post and few posts, we will be discussing some of these particles. 

Particles in Yorùbá has an inherent meaning and  must be associated with another word to make meaning. 

So, today, we have 

TÍ (With the high tone) - - - that, who. (relative marker)

1.Aṣọ tí mo rà - - - the cloth that I bought. 

2. Oúnjẹ tí mo ṣè---The food that I cooked. 

3. Bàtà tí mo fọ̀-----the shoe that I washed. 

4. Ọkùnrin tí mo rí lánàá - - - The man that I saw yesterday. 

TI (With the flat tone). - - have /has (present perfect Tense). 

5. Mo ti jẹun - - - - I have eaten. 

6. A ti lọ - - - - - - - We have gone. 

7. Wọ́n tí sùn - - - - - They 've slept. 

So, don't forget: Tí - - that or who and Ti (have/has. 


Your Yorùbá tutor. 

Adéọlá.",en,1.0
"Hello,

Báwo ni, how is the learning. I hope you are still learning. 

So, today, let's learn how to connect our sentences together with some simple conjunctions.

1. But - - ṣùgbọ́n. 

2.And - - àti, sì or dẹ̀. 

Àti ---join words.

Sì or dẹ̀ - - join phrases, clauses and sentences. 

3. Or----------tàbí

4. With - - - - pẹ̀lú. 

5. Because - - - nítorí pé, nítorí. 

I hope you understand. 

Ẹ ṣé púpọ̀, 

Your Yorùbá tutor, 

Adéọlá",en,1.0
"Everything will be easy for us. 

A kú oṣù tuntun.",en,1.0
"All with respect and kindness. For some time now I have been feeling very attracted to the Yoruba Religion, the reality is that I do not know the subject and I would like to know the basics, how to start, why did I feel called? A pleasure, greetings.",en,1.0
"Nitooto èdè Yoruba le fi ku ni odun ti o kere ju odun ogun nitori pé awa n ri èdè Yoruba bi «uncivilized» tabi èdè ti se «laiwulo» tabi «lainilari» awa gbodo lati se kankan o! Ati mo fe so pé lati se awon awari rorun lori ayelujara ni èdè Yoruba, o soro gidi gan o! Nitori pé, ko si alaye ni èdè Yoruba lori ayelujara. Awon eniyan Yoruba, nigba won fe ba awon eniyan miiran soro lori ayelujara won ma so ni èdè Geesi. Ati awon eniyan Yoruba miiran, won ma so èdè Yoruba pelu èdè Geesi bi èdè Yoruba ati èdè Geesi, won je èdè kanna. Bawo awon eniyan Yoruba won ma ye won. Nitori naa, won ma lero bi won gbiyanju lati yo kuro won lati awon ijiroro won. Nigba awa fe ko lori akole, awa ma ko lori won ni èdè Geesi, ki i se èdè Yoruba. Awa gbodo lati mu èdè Yoruba pelu wa, ki i se lati fi èdè Yoruba ni idoti. Mo gbadura pé, èdè Yoruba ko ma fi ku, nitori pé, nigba èdè wa fi ku, gbogbo ohun ti wa sopo pelu èdè wa, won ma fi ku, awon asa wa, awon ikini, nigba awon omokunrin ati awon omobinrin won ma kunle ati dobale siwaju agba won, awon orin, ati awon ohun miiran. TI awa ba n lo èdè Yoruba, o ma je laaye, sugbon ti awa ko lo èdè wa, o ma fi ku, patapata. Mo mo pé ni ipinle Oyo, won gbiyanju lati se pé èdè Yoruba je dandan ni gbogbo awon ile-iwe won, mo nireti pé won ma segun dabi ipinle Lagos ati ipinle Osun. Awa gbodo lati se pé èdè wa je «Official» ni awon ipinle, awujo, ayelujara, akojopo, ati ebi wa. Èdè Yoruba se pataki gidi gan, ko wa aimogbonwa tabi laiwulo. E je k'a so èdè Yoruba!

Mo ti da akojopo miiran patapata ni èdè Yoruba, e le dapo:

[",sw,1.0
"I'm giving a talk on spinosaurid dinosaurs soon and we can't agree on the correct pronunciation of Oxalaia quilombensis. I know it comes from an alternate name for Obatala, which makes my partners pronunciation of ""Wa-Ha-Lay-Ah"" (after the state of Oaxaca) incorrect. So could anyone give me a simple pronunciation of Oxalá?

  
Thank you.",en,1.0
"Hello, 

Báwo ni, 

I hope you are still learning. 

Remember, consistency is one of the key in learning, 

So let's explain how we use these two words. 

Come - - wá. 

Coming - - ń bọ̀. 

Let's look at some examples. 

1. I came here yesterday - - Mo wá sí bí lánàá. 

2. He will come tomorrow - - Ó máa wá lọ́la. 

3. Ade wants to come here - - Ade fẹ́ wá sí bí. 

Coming 

4. He is coming - - - Ó ń bọ̀. 

5. He is coming tomorrow - - - Ó ń bọ̀ lọ́la. 


I hope you understand. 

Your Yorùbá tutor, 

Adéọlá.",en,1.0
"Hello,

Báwo ni,

Hope the learning is going smoothly, 

Remember, consistency is the key. 

Today, let's learn how to express various feelings in Yorùbá. 


1. I am tired - - - - Ó rẹ̀ mí . 

2. I am not tired - - - - Kò rẹ̀ mí 

3. I am hungry - - - ebi ń pa mí.

4 I am not hungry - - - ebi ò pa mí. 

5. I am thirsty - - - - - òǹgbẹ ń gbẹ mi 

6. I am not thirsty - - - òǹgbẹ ò gbẹ mi. 

We will  continue. 

Feel free to ask me question. 

Your Yorùbá tutor. 
Adéọlá.",en,1.0
"Báwo ni, 

How are you doing today. 

Let's continue with some common phrases you need to know while learning Yorùbá. 

These phrases are common in our everyday conversations. 

Let's look at few of them. 

1. I want to eat. - - - Mo fẹ́ jẹun. 

2. I don't want to eat - - - - MI ò fẹ́ jẹun. 

3. I am coming - - Mo ǹ bọ̀. 

4. I want to go out. - - - Mo fẹ́ jáde. 

5. I want to buy (something). - - Mo fẹ́ ra nǹkan. 

6. I am hungry - - ebi ń pa mi

7. What do you want?. - - Kí ló fẹ́ /kí lẹ fẹ́?

8. Please - - - jọ̀ọ́/ Ẹ jọ̀ọ́ 

9. Don't be angry/ I am sorry. - - - Má bínú /Ẹ má bínú. 

10. Well done /Good job. - - kú iṣẹ́ / Ẹ kú iṣẹ́. 

Your Yorùbá tutor. 


Adéọlá",en,1.0
"Future Tense marker in Yorùbá.

Hello,

Báwo ni,

How are you doing today today,

Today, let's learn how to express statement in the future in both positive and negative form.

The future marker commonly used in the positive form  - - máa. 

While the ""máa"" changes to ""ò ní"" in negative statements. 

Let's look at some examples 

1. I will come tomorrow : Mo máa wá lọ́la. 

2. He will see me today: Ó máa rí mi lónìí. 

3. Ade will be here soon : Ade máa wà ní bí láìpẹ́. 

Let's look at the negative sentences in the future form.

4. I won't eat today - - MI ò ní jẹun lónìí. 

5. Ade will not here tomorrow : Ade ò ní wá sí bí lọ́la. 

6. He will not call me - - - Kò ní pè mí. 

I hope you understand, 

Your Yorùbá tutor, 

Adéọlá.",en,1.0
"How to use ""Do /with"" whenever an action is carried out with someone.

Hello,

How are you doing today,

Let's discuss how we can express our statement whenever we want to carry out an action with someone.

Most time, we use ""bá"". 

Eat with me - - bá mi jẹun. 

Play with me - - bá mi ṣeré. 

Go out with me - - bá mi jáde. 

Discuss with me - - bá mi sọ̀rọ̀. 

Fight with me - - bá mi jà.. 

Work with me - - bá mi ṣiṣẹ́. 

Examples. 

I want to discuss with you tomorrow : Mò fẹ́ bá ẹ sọ̀rọ̀ lọ́la. 

He fought with me yesterday - - Ó bá mi jà lánàá. 

I want to go out with my friend. - - Mo fẹ́ bá ọ̀rẹ́ mi jáde. / Mo fẹ́ jáde pẹ̀lú ọ̀rẹ́ mi. 

Adé ate with my friend. - - Adé bá ọ̀rẹ́ mi jẹun 

Do you have any question?.

Kindly reach out to me.",en,1.0
"Hi, I’m actually starting to learn Yoruba language. I learn better listening but at the moment of writing/reading it gets difficult for me. Can someone please help me transcribe me at least the first 30 seconds of this?",en,1.0
"Ashé a todos. Solo quería compartir esto con esta comunidad porque, sinceramente, no estoy segura si deveria recibir mi Mano de Orula.

Así que un poco de contexto. Hace aproximadamente ocho meses recibí mis Guerreros con un santero que también es palero. Antes de recibirlos, me hice una consulta con él, y me dijo que, según lo que salió, yo debía consultarme antes de someterme a cualquier cirugía en el futuro. En ese momento, yo estaba considerando hacerme una cirugía estética, cosa que él no sabía.

Después de esa consulta, resultó que quedé embarazada, y actualmente sigo embarazada. Siempre me quedó muy presente lo que él me dijo: que antes de cualquier cirugía debía hacerme una consulta.

Por motivos de trabajo tuve que mudarme de estado, así que ya no vivo donde estaba antes. Al llegar a mi nuevo estado, contacté a un babalao para hacerme una nueva consulta. Él no sabía nada sobre mí, más allá de mi nombre, y hoy mismo me hizo la consulta. Él sabía que yo estaba embarazada, pero no que mi parto sería por cesárea.

En la consulta, salió que debía recibir Mano de Orula, porque debía tener mucho cuidado con cualquier cirugía o situación que me llevara a un quirófano. Me quedé impactada porque fue exactamente lo mismo que me salió en la consulta anterior.

Él me explicó que, si no recibía Mano de Orula, podría haber complicaciones, como que mi presión arterial se elevara peligrosamente. Me dijo que en la consulta se vio la presencia de un muerto (espíritu) queriendo intervenir de alguna forma negativa. No entendí del todo, pero me dio a entender que podría incluso haber riesgo de muerte durante mi cirugía.

Esto me asustó mucho. Hablé con mi esposo y, aunque ambos tenemos nuestros Guerreros, el santero que nos los entregó nos dejó sin guía. No nos enseñó nada sobre la religión, y somos completamente nuevos en esto.

La verdad, no sé qué hacer. Mi cesárea está programada para el 17 de junio, y ya falta muy poco. El babalao que me hizo la consulta vive en Florida y yo en otro estado, a unas 15 horas de distancia. Me dijo que sí o sí debo recibir Mano de Orula antes de la cirugía, pero no sé qué tan cierto sea todo esto, ya que aún soy bastante ignorante en la religión.

También me dijo algo que me dejó pensativa, porque en la consulta con el santero anterior también me había salido que debía tener mucho cuidado con accidentes automovilísticos. Y en esta nueva consulta volvió a salir lo mismo. Así que hay cosas que coinciden y eso me genera aún más confusión.

Yo consulté al babalao precisamente porque sabía que debía hacerlo antes de cualquier cirugía. Pero ahora no sé si realmente debo recibir Mano de Orula antes de que nazca mi bebé. Además, él me dijo que después del nacimiento, debía llevar al bebé para presentárselo a Orula.

Como mencioné antes, soy nueva en esta religión, y recibir una noticia así, tan fuerte y con una fecha tan cercana al parto —cuando ya tendría 37 semanas— me dejó muy confundida. No sé qué hacer. Necesito un consejo, porque sinceramente estoy muy perdida.",es,1.0
"Hi everyone! I’m starting The Nuju Book Club here in Nottingham — a space for people who love reading African literature, stories from the diaspora, and exploring Black identity through books.

We’ll be reading works by African authors, both classics and contemporary gems. Think Americanah, Things Fall Apart, Freshwater and more.

Why join?

✨ Connect with fellow readers who care about African narratives. ✨ Safe, chill space to discuss culture, identity, & storytelling. ✨ Perfect for book lovers who want more than just the mainstream.

Whether you’re African, part of the diaspora, or just curious — you’re very welcome. We’ll meet every two weeks (physically or virtually) Talk about 100 pages and see where it takes us.

DM me if you’re interesteddd",en,1.0
"The use of ""Have/has"" in Yorùbá.

Hello,

Báwo ni, 

How are you doing today and how has the learning been.

Today, let's learn the use of ""Have/has"" in Yorùbá. 

We use have/has/had to show :

1. Possession of things. 
2. Present perfect Tense marker. 

Possession of things. - -"" Ní""

Whenever we want to say we own or posses certain things. We use have/has as ""ní"". 

Example. 
Mo ní bàtà méjì - - - - I have two shoes. 
Adé ni aṣọ mẹ́ta - - - Ade has three clothes. 
Ọ̀rẹ́ mi ní ilé kan----My friend has a house. 

2. Present perfect marker - - - ti

""tí"" is has/have to show a completed action. 

Mo ti jẹun - - I have eaten. 
Adé tí lọ - - - Ade has gone. 
A ti se oúnjẹ - - We have cooked food. 

I hope you understand, 

Kindly reach out to me if you have any question. 

Your Yorùbá tutor. 

Adéọlá",en,1.0
"Using Pronouns after Verbs in Yorùbá.

Hello,

How has the learning been.

Hope you are still learning,

Let's quickly explain this topic as I notice it's always confusing. 

When you have ""him/her"" used for younger people after a one syllable verb, you only need to stretch the verb, also when you have ""it"". 

Example. 

I saw her - - Mo rí i

We saw him yesterday - - A rí i lánàá. 

Adé bought it. - - Ade rà á 

Adé bought it for me---Ade rà á fún mi. 

Let's go to having him/her after two syllable verbs. 
We will have it as ""ẹ̀"". 

I love him----Mò fẹ́ràn ẹ̀. 

We met him - - - A pàdé ẹ̀

I remember him - - Mò rántí ẹ̀. 

Kindly let me know if you have any questions. 

Still your Yorùbá tutor. 

Adéọlá.",en,1.0
"Yorùbá subtitles in Oduduwa script 

Enjoy!🔥",en,1.0
"Help us bring 4 heartwarming children’s books to life in English and Yoruba—connecting kids to culture, language, and joy

[",en,1.0
"I am aware that this symbol is traditionally not used as a decoration outside of an altar or a religious ceremony where it is drawn on the ground. I want to give the symbol and the God the reverence it deserves, and I am fascinated by how cool it looks and looks like it could even be Icelandic or even Celtic.

So I wanted to know from you guys: **would be unacceptable or inappropriate to include the veve of Ogun into a game that I am making?**

I appreciate any feedback and I will also ask the folks in the Hatian vodou subreddit.",en,1.0
"How to use ""fi"" and lo"" while using things in Yorùbá.

Hello,.

Báwo ni,

Hope you are still learning? 

Today, let's look at these two words we use whenever we are using ""things"" to Yorùbá.

Lò - - It can be used as a main verb, while

Fi - - It doesn't function as a main verb., the action and whatever you are using to carry it needs to be specified. 

Let's look at some examples.

FI. 

Mò ń fi síbi jẹun - - - I am using spoon to eat. 

Adé ń fi ọṣẹ wẹ̀. - - - - Ade Is using soap to bath. 

Ìyá fi ìkòkò ṣe ọbẹ̀ - - - Mother used pot to cook. soup. 

LÒ. 

We can use it independently or add ""láti"" whenever we want to say what we are using for the action. 

Mo ń lo síbí---I am using spoon. 

Ó ń lo ọ̀sẹ̀ - - - He/She is using soap. 

Or We could say. 

Mo ń lo ṣíbí láti jẹun. - - - I am using spoon to eat. 

Mò ń lo ọṣẹ láti wẹ̀. - - - - - I am using soap to bath. 

Hope you understand. 

Let's keep learning. 

Your Yorùbá tutor..

Adéọlá",en,1.0
"I'm writing my first story, it is multicultural and mixed timeline. (I apologize for the backstory) I have a device created by a Yoruba woman that is a cell phone before cell phones were invented. I want to call it a talking stone in Yoruba and I do not trust google. Does anyone mind helping translate it?",en,1.0
"Hello, 

How are you doing today. 

So if you are a beginner learning Yorùbá, these common phrases will be useful in your vocabulary. 

1. Báwo ni--How you doing.

2. Má bínú - - Don't be angry / I am sorry.

3. Rọra - - Be careful.

4.Ní /Ṣé sùúrù - - - Be patient.

5. There is nothing - - kò sí /kò sì nǹkankan.

6. There is no problem - - Kò burú /kò sì wàhálà.

7. I am coming - - - Mò ń bọ̀.

8.I will call you again- - Mò máa padà pè ẹ́.

9. What do you want - - - Kí ló fẹ́ / kí lẹ fẹ́.

10. Thank you : o ṣé / Ẹ ṣé. 

You can add yours. 

Your Yorùbá tutor. 

Adéọlá.",en,1.0
E kaaro gbogbo ile o. These are some of the pictures I took the other day at a Yoruba museum in Lagos Nigeria,en,1.0
"It was a very fun translating process!

Do you think subbing would be good for Yoruba?",en,1.0
"Hello, I'm researching how African indigenous languages are used online. So far, I haven't been able to find any good cases. I was looking at e-commerce platforms like Jumia and Konga and even those are only in English. Are there any popular apps or websites that use Yoruba or other indigenous languages from Africa?  
Thanks for any information.",en,1.0
"Hello, 

Báwo ni,

For those meeting me here for the first, 

My name is Adéọlá and what I do is to simplify Yorùbá teaching here for every one learning or interested in learning. 

Today, let's learn some tips to help while learning Yorùbá. 

1. Yorùbá is a tonal language, get ready to raise, lower or flatten your voice while distinguishing between words that are written the same way but changes in meaning due to changes in tones. 



2. We don't mark Tense :past form in English, for example, eat - - ate. Our verbs are the same in the present and past form, We indicate the past form  most times through the time of the action. 



3. Emphasis is placed on respect. So we have certain set of pronouns we use while speaking to an older person, in polite conversation with someone or when speaking to a group of people 


We still have more. 


Do you understand?

Your Yorùbá tutor 

Adéọlá.",en,1.0
"Hi! I'm (hopefully) getting married to a Yoruba guy and want to make his engagement ring very special. 

How would you write and say ""you have my heart"", ""my heart is yours"", or anything along those lines. I'm worried a literal Google translation won't carry the same weight. Help a white girl out! 

Thank you <3",en,1.0
"For anyone who is interested, this is a Yoruba resource on antibiotic resistance:

[www.dobugsneeddrugs.org/yoruba-guide/](

# Kòkòrò Olújẹ (Bacteria) àti Kòkòrò Àrùn (Viruses)

Kòkòrò olújẹ àti àrùn ló ń fa àrùn, ṣùgbọ́n òògùn apakòkòrò ń ṣiṣẹ́ fún kòkòrò olújẹ (bacteria) nìkan.

# Òkòrò Àìfojúrí Virus

* Tó fimọ́ òtútù, ọ̀rìnrìn, laryngitis, òtútù àyà (bronchitis), àti èyí tó pọ̀ jù nínú àwọn ààrùn inú-ọ̀fun.
* Wọn máa ń ràn ni ju àwọn àìsàn kòkòrò àìfojúrí bacteria lọ. Ti àwọn tó ju ènìyàn kan lọ nínú ẹ̀bí bá ní àìsàn náà, ó ṣeéṣe kí o jẹ àìsàn kòkòrò àìfojúrí Virus.
* O lè jẹ́ kí o ṣàìsàn gẹ́gẹ́ bíi ti àìsàn kòkòrò àìfojúrí bacteria.
* O ma̒ n balè la̒ra la̒arı̒n ọjọ̒ mẹ̒rin si ma̒ruun àmọ̒ o̒ le to̒ ọ̀sẹ̀ mẹ̀ta kı̒ ara o̒ to̒ padà sı̒pò.

* **Òògùn apakòkòrò kò ṣiṣẹ́ fún àrùn àìfojúrí virus**

# Àìsàn kòkòrò àìfojúrí Bacteria

* Wọn kò wọ́pọ̀ bíi ti àìsàn kòkòrò àìfojúrí ti virus.
* Kìí tàn kálẹ̀ kíákíá láti ọ̀dọ̀ ẹnìkan sí ìkejì bíi ti kòkòrò àìsàn ti virus.
* Àwọn àpẹẹrẹ tó wọ́pọ̀ ni kí ọ̀nà-ọ̀fun máa yúnni àti àwọn àìsàn òtútù àyà.

* **Àwọn òògùn apakòkòrò (antibiotics) máa n ṣiṣẹ́ fún àìsàn kòkòrò àìfojúrí (bacteria), ṣùgbọ́n kò ṣe pàtàkì ní gbogbo ìgbà**",vi,1.0
"I was gifted this bracelet and curious if anyone has more information on it? I know it originated in Western Nigeria. 

Oddly, I found out that I am a descendant of Yoruba 3 weeks later. Both random events. I'd love more info if anyone has it. 
Thank you. ♥️",en,1.0
"I and some friends are working on a Yoruba language learning app.  We were wondering if this is something that would be of interest to others.

My Yoruba is a work in progress so I am using the app we are working on to also improve my Yoruba fluency. I am also curious about other ways people prefer to learn.

[",en,1.0
"Hi! I’ve been learning a lot about Nigeria and think the Yoruba language is really cool! Could anybody give me any song suggestions ? I would prefer something old, but I’ll listen to anythin. Thanks!",en,1.0
"Hello, 

Báwo ni, 

Hope you are doing well today, 

Today, let's learn how to use ""When"" in asking Questions.

Whenever we want to use ""When"" to ask questions, we have it as ""Nígbà wo"" or Ìgbà wo "". 

Let's look at some examples. 

1. Ìgbà wo ni ó fẹ́ jẹun - - - When do you want to eat? 

2.Nigba wo ni ó fẹ́ wá - - - When do you want to come? 

3. Ìgbà wo ni mo lè wá - - - When can I come? 

4. Nígbà wo ni Kọ́lá jẹun - - - - When did Kọ́lá eat? 

5. Ìgbà wo ni ò ń lọ sí ibi iṣẹ́ - - When are you going to workplace. 

I hope you understand, 

Keep learning, 

Your Yorùbá tutor, 

Adéọlá.",en,1.0
