content,predicted_language,confidence_score
Ingimbi nabangavu batwara imodoka bamara 20 byigihe cyurugendo bareba kuri telefone - Ubushakashatsi,kin,0.9993269443511963
Uko amakuru ashingiye ku isanzure ari kwihutisha itangwa rya serivisi mu Rwanda,kin,0.9994795918464661
Imodoka ya Tesla yakoze urugendo rwiminota 30 yitwaye,kin,0.8440289497375488
Bakoze ikoranabuhanga rizafasha guhangana nabanyeshuri bakopera (Video),kin,0.9993120431900024
Ibishya kuri iPhone 17 iri hafi kujya ku isoko,kin,0.9993232488632202
Pologne: Abanyarwanda bizihije umunsi wo Kwibohora,kin,0.9992831349372864
Abanyarwanda baba mu Bufaransa bizihije umunsi wo Kwibohora,kin,0.9990493655204773
"Abanyarwanda baba i Brazzaville bizihije Kwibohora31, berekwa intambwe igihugu cyateye",kin,0.9989608526229858
Hongrie: Abanyarwanda ninshuti bizihije Kwibohora31,kin,0.9953557252883911
Abo muri diaspora beretswe amahirwe yo kwishingana muri SONARWA General Insurance,kin,0.998653769493103
Kigali ifite icyuho cyinzu ibihumbi 30: Ababa muri Amerika beretswe amahirwe yishoramari,kin,0.9994520545005798
BPR Bank Rwanda yiteguye gufasha Abanyarwanda baba mumahanga gushora imari mu gihugu,kin,0.9993948936462402
Abanyarwanda batuye muri Sénégal bizihije ku nshuro ya 31 Umunsi wo Kwibohora,kin,0.9991927742958069
Rwanda Convention: Uruganda rwa Kinazi rwamurikiye Abanyarwanda baba muri Amerika ibyo rukora,kin,0.9991220831871033
U Burusiya: Abanyarwanda ninshuti zabo bizihije umunsi mukuru wo Kwibohora ku nshuro ya 31,kin,0.9992701411247253
Abanyarwanda baba muri Amerika bagiye guteranira mu Rwanda,kin,0.9994901418685913
Bwa mbere Ambasade yu Rwanda muri Luxembourg igiye kwizihiza Umunsi wo Kwibohora,kin,0.999439537525177
Senegal: Herekanwe filime yakozwe nUmunya-Senegal ivuga ku kwiyubaka ku Rwanda nyuma ya Jenoside,kin,0.9993768334388733
U Bubiligi: Abatuye Leuven bemerewe guhabwa Urwibutso rwa Jenoside yakorewe Abatutsi,kin,0.9982105493545532
Higiro Prosper yahembwe nka Ambasaderi wumwaka muri Canada,kin,0.9974154233932495
"Uwajeneza, umuforomo werekana imideli ku rwego mpuzamahanga",kin,0.9991682767868042
Ubuhanga bukubiye mu bishushanyo nimyambaro byiswe My Rwanda Collection (Amafoto),kin,0.9992392063140869
U Bwongereza: Naomi Campbell yavanywe mu bemerewe gukora ibikorwa byubugiraneza,kin,0.9977198243141174
"Umwihariko wa Intwali Collection, inzu yimideli yiyemeje kuba umuranga wumuco",kin,0.9975636005401611
LeBron James yashimye imyambaro ya Moshions Sudani yEpfo yaserukanye,kin,0.9992076754570007
Ndi mushiki wanyu - Moïse Turahirwa akomeje kuvugisha abantu,kin,0.8496193885803223
Imyaka icumi mu mwuga nuko yavuye mu Bubiligi: Ikiganiro na Ivan Mugemanyi wigaruriye isoko rya makeup (Video),kin,0.9986947178840637
Hatoranyijwe abanyamideli bagiye gukorana na WeBest Model Management,kin,0.999014139175415
Urwibutso ku myenda idasanzwe Tonzi yaserukanye ubwo yamurikaga album ye Respect,kin,0.9846432209014893
"Imigabane ya Miss Vanessa yaraguzwe: Byinshi ku mavugura ya Her Majesty, maquillage za mbere zikomoka mu Rwanda",kin,0.9978398084640503
Abarimo Miss Ingabire Grace bamuritse imyambaro ya Masamara iha icyubahiro ababohoye u Rwanda (Amafoto),kin,0.9994742274284363
Ibicuruzwa bya Gucci byagabanutseho 20,kin,0.8497368097305298
New York: Asantii yegukanye igihembo cyinzu yimideli irengera ibidukikije,kin,0.9975426197052002
Supra Model igiye kujya iba buri kwezi,kin,0.9994889497756958
Iris Apfel wamamaye mu mideli yitabye Imana,wol,0.7770665287971497
"Ibyo wamenya kuri Castel Gandolfo, umujyi Papa Léon XIV agiye kuruhukiramo (Amafoto)",kin,0.998889148235321
"Ikaze muri Munazi Lodge, hoteli rukumbi yubatswe rwagati muri Pariki ya Nyungwe",kin,0.9887674450874329
Dutemberane mu kirere cya Pariki yIgihugu ya Nyungwe mu bukerarugendo bushya bukorerwa ku migozi (Amafoto na video),kin,0.999581515789032
"Akanyamuneza ku bagena ibiciro byubwubatsi, bakuriweho ibyazambyaga itangwa ryamasoko",kin,0.9988528490066528
"Dutemberane Taj Mahal, inyubako ifite ibigwi ku Isi",kin,0.9948806762695312
Ibyumba bya hoteli byabaye iyanga i Rubavu: Impumuro yikiruhuko,kin,0.9989705085754395
"Dutemberane Muhazi Beach Resort, ishusho yubwiza bwIkiyaga cya Muhazi (Amafoto na Video)",kin,0.9978376030921936
Guverineri Kayitesi yashimye BPR Bank Rwanda Plc ku myaka 50 imaze iteza imbere abatuye Amajyepfo,kin,0.9995216131210327
"Pariki yAkagera mu mibare: Iwabo wIntare, Ingwe, Inzovu nizindi zirenga ibihumbi 10",kin,0.9988222718238831
"Tujyane ku Ibere rya Bigogwe, hamamaye mu bukerarugendo bushingiye ku nka (Amafoto)",kin,0.9978376030921936
Ibyo wakora uramutse utembereye ku Kivu,kin,0.9992305040359497
Ibintu birindwi bibumbatiye ubwiza bwa Karongi yubukerarugendo,kin,0.9931290149688721
Kigali yaje ku mwanya wa kabiri mu kwakira inama nyinshi muri Afurika,kin,0.9993780851364136
Kwita izina byashyizwe muri Nzeri,kin,0.9993661046028137
Hari ahazishyurwa miliyoni 17 Frw ku ijoro: Imaramatsiko kuri hoteli igiye gushyirwa muri Pariki yAkagera,kin,0.9993649125099182
U Rwanda rukeneye miliyoni 130 yo gutunganya ibyanya byinganda,kin,0.9995138645172119
Ibibazo byingutu byashegeshe imirenge SACCO,kin,0.970872700214386
Agaciro ka Bitcoin kageze ku bihumbi 118,kin,0.9962078332901001
Sobanukirwa imiterere yamadeni u Rwanda rufite,kin,0.9995132684707642
Ibiciro byiyongereyeho 7 muri Kamena,kin,0.9992807507514954
Cooperative Bank ibumbye Imirenge SACCO izatangira mu mwaka wa 202526,kin,0.9974889755249023
"Abantu 500 baketsweho kwiba amafaranga yImirenge SACCO, hagaruzwa miliyari 2,2 Frw",kin,0.9991852641105652
RRA yakusanyije arenga miliyari 3.000 Frw zimisoro mu 20242025,kin,0.9960674047470093
IM Bank Rwanda yijeje Abanyarwanda baba muri Amerika kubafasha kubaka no guteza imbere ubucuruzi,kin,0.9994088411331177
Duterimbere IMF Plc yafunguye ishami rya 19 i Kabuga,kin,0.9984891414642334
"Imisoro ku modoka za hybrid, icumbi nibikomoka kuri peteroli yatangiye kubahirizwa: Ibyingenzi ukwiye kumenya",kin,0.9992639422416687
"Nyamagabe: Imirenge SACCO 17 yahurijwe hamwe, inguzanyo itanga igezwa kuri miliyoni 65 Frw",kin,0.9992378950119019
Nyanza: Abaturage barenga 800 bagiye kuvurwa ku buntu ningabo za EAC zishyize hamwe,kin,0.9990222454071045
"Uruganda rwamata yifu rwa Inyange rugurira aborozi toni miliyoni 2,8 zamata buri kwezi",kin,0.9638417959213257
Bigenda bite iyo banki cyangwa ikigo cyimari ubitsamo bihombye?,kin,0.9994743466377258
